Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2021-03-17,Samsung calorie adjustment,Cardio,207.0,1,,,,,
2021-03-18,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2021-03-19,Samsung calorie adjustment,Cardio,259.0,1,,,,,
2021-03-20,Samsung calorie adjustment,Cardio,214.0,1,,,,,
2021-03-21,Samsung calorie adjustment,Cardio,252.0,1,,,,,
2021-03-22,Samsung calorie adjustment,Cardio,201.0,1,,,,,
2021-03-23,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2021-03-24,Samsung calorie adjustment,Cardio,224.0,1,,,,,
2021-03-25,Samsung calorie adjustment,Cardio,470.0,1,,,,,
2021-03-26,Samsung calorie adjustment,Cardio,194.0,1,,,,,
2021-03-27,Samsung calorie adjustment,Cardio,363.0,1,,,,,
2021-03-28,"""Tennis, singles""",Cardio,1329.0,135,,,,,
2021-03-28,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2021-03-29,Samsung calorie adjustment,Cardio,164.0,1,,,,,
2021-03-30,Samsung calorie adjustment,Cardio,358.0,1,,,,,
2021-03-31,Samsung calorie adjustment,Cardio,471.0,1,,,,,
2021-04-01,Samsung calorie adjustment,Cardio,248.0,1,,,,,
2021-04-02,Samsung calorie adjustment,Cardio,312.0,1,,,,,
2021-04-03,Samsung calorie adjustment,Cardio,262.0,1,,,,,
2021-04-04,Samsung calorie adjustment,Cardio,223.0,1,,,,,
2021-04-05,Samsung calorie adjustment,Cardio,223.0,1,,,,,
2021-04-06,Samsung calorie adjustment,Cardio,369.0,1,,,,,
2021-04-07,Samsung calorie adjustment,Cardio,388.0,1,,,,,
2021-04-08,Samsung calorie adjustment,Cardio,358.0,1,,,,,
2021-04-09,"""Tennis, singles""",Cardio,889.0,90,,,,,
2021-04-09,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2021-04-10,Pickleball,Cardio,717.0,120,,,,,
2021-04-10,Samsung calorie adjustment,Cardio,62.0,1,,,,,
2021-04-11,Samsung calorie adjustment,Cardio,187.0,1,,,,,
2021-04-12,Samsung calorie adjustment,Cardio,391.0,1,,,,,
2021-04-13,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2021-04-14,Samsung calorie adjustment,Cardio,311.0,1,,,,,
2021-04-15,Samsung calorie adjustment,Cardio,319.0,1,,,,,
2021-04-16,Samsung calorie adjustment,Cardio,254.0,1,,,,,
2021-04-17,Samsung calorie adjustment,Cardio,317.0,1,,,,,
2021-04-18,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2021-04-19,Samsung calorie adjustment,Cardio,283.0,1,,,,,
2021-04-20,Samsung calorie adjustment,Cardio,209.0,1,,,,,
2021-04-21,Samsung calorie adjustment,Cardio,362.0,1,,,,,
2021-04-22,Samsung calorie adjustment,Cardio,217.0,1,,,,,
2021-04-23,Samsung calorie adjustment,Cardio,665.0,1,,,,,
2021-04-24,Samsung calorie adjustment,Cardio,470.0,1,,,,,
2021-04-25,Samsung calorie adjustment,Cardio,1156.0,1,,,,,
2021-04-26,Samsung calorie adjustment,Cardio,318.0,1,,,,,
2021-04-27,Samsung calorie adjustment,Cardio,225.0,1,,,,,
2021-04-28,Samsung calorie adjustment,Cardio,276.0,1,,,,,
2021-04-29,Pickleball,Cardio,717.0,120,,,,,
2021-04-29,Samsung calorie adjustment,Cardio,586.0,1,,,,,
2021-04-30,Samsung calorie adjustment,Cardio,206.0,1,,,,,
2021-05-01,Samsung calorie adjustment,Cardio,209.0,1,,,,,
2021-05-02,Pickleball,Cardio,717.0,120,,,,,
2021-05-02,Samsung calorie adjustment,Cardio,335.0,1,,,,,
2021-05-03,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2021-05-04,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2021-05-05,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2021-05-06,Samsung calorie adjustment,Cardio,233.0,1,,,,,
2021-05-07,"""Tennis, singles""",Cardio,595.0,60,,,,,
2021-05-07,Samsung calorie adjustment,Cardio,359.0,1,,,,,
2021-05-08,Pickleball,Cardio,717.0,120,,,,,
2021-05-08,Samsung calorie adjustment,Cardio,450.0,1,,,,,
2021-05-09,Samsung calorie adjustment,Cardio,248.0,1,,,,,
2021-05-10,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2021-05-11,Pickleball,Cardio,552.0,90,,,,,
2021-05-11,Samsung calorie adjustment,Cardio,192.0,1,,,,,
2021-05-12,Samsung calorie adjustment,Cardio,334.0,1,,,,,
2021-05-13,Samsung calorie adjustment,Cardio,171.0,1,,,,,
2021-05-14,Samsung calorie adjustment,Cardio,301.0,1,,,,,
2021-05-15,Samsung calorie adjustment,Cardio,277.0,1,,,,,
2021-05-16,Samsung calorie adjustment,Cardio,375.0,1,,,,,
2021-05-17,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2021-05-18,Samsung calorie adjustment,Cardio,240.0,1,,,,,
2021-05-19,Samsung calorie adjustment,Cardio,321.0,1,,,,,
2021-05-20,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2021-05-21,Samsung calorie adjustment,Cardio,203.0,1,,,,,
2021-05-22,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2021-05-23,Samsung calorie adjustment,Cardio,225.0,1,,,,,
2021-05-24,Samsung calorie adjustment,Cardio,210.0,1,,,,,
2021-05-25,Samsung calorie adjustment,Cardio,285.0,1,,,,,
2021-05-26,Samsung calorie adjustment,Cardio,348.0,1,,,,,
2021-05-27,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2021-05-28,Samsung calorie adjustment,Cardio,508.0,1,,,,,
2021-05-29,Samsung calorie adjustment,Cardio,474.0,1,,,,,
2021-05-30,Samsung calorie adjustment,Cardio,767.0,1,,,,,
2021-05-31,Samsung calorie adjustment,Cardio,199.0,1,,,,,
2021-06-01,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2021-06-02,Samsung calorie adjustment,Cardio,353.0,1,,,,,
2021-06-03,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2021-06-04,Samsung calorie adjustment,Cardio,355.0,1,,,,,
2021-06-05,Running,Cardio,490.0,43,,,,,
2021-06-05,Samsung calorie adjustment,Cardio,433.0,1,,,,,
2021-06-06,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2021-06-07,Samsung calorie adjustment,Cardio,210.0,1,,,,,
2021-06-08,Samsung calorie adjustment,Cardio,326.0,1,,,,,
2021-06-09,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2021-06-10,Samsung calorie adjustment,Cardio,248.0,1,,,,,
2021-06-11,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2021-06-12,Samsung calorie adjustment,Cardio,136.0,1,,,,,
2021-06-13,Samsung calorie adjustment,Cardio,267.0,1,,,,,
2021-06-14,Samsung calorie adjustment,Cardio,239.0,1,,,,,
2021-06-15,Samsung calorie adjustment,Cardio,184.0,1,,,,,
2021-06-16,Samsung calorie adjustment,Cardio,297.0,1,,,,,
2021-06-17,Samsung calorie adjustment,Cardio,306.0,1,,,,,
2021-06-18,Samsung calorie adjustment,Cardio,231.0,1,,,,,
2021-06-19,Samsung calorie adjustment,Cardio,302.0,1,,,,,
2021-06-20,Samsung calorie adjustment,Cardio,312.0,1,,,,,
2021-06-21,Samsung calorie adjustment,Cardio,294.0,1,,,,,
2021-06-22,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2021-06-23,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2021-06-24,Samsung calorie adjustment,Cardio,255.0,1,,,,,
2021-06-25,Samsung calorie adjustment,Cardio,204.0,1,,,,,
2021-06-26,Samsung calorie adjustment,Cardio,435.0,1,,,,,
2021-06-27,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2021-06-28,Samsung calorie adjustment,Cardio,210.0,1,,,,,
2021-06-29,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2021-06-30,Samsung calorie adjustment,Cardio,304.0,1,,,,,
2021-07-01,Samsung calorie adjustment,Cardio,216.0,1,,,,,
2021-07-02,Samsung calorie adjustment,Cardio,516.0,1,,,,,
2021-07-03,Samsung calorie adjustment,Cardio,266.0,1,,,,,
2021-07-04,Samsung calorie adjustment,Cardio,319.0,1,,,,,
2021-07-05,Samsung calorie adjustment,Cardio,208.0,1,,,,,
2021-07-06,Samsung calorie adjustment,Cardio,257.0,1,,,,,
2021-07-07,Samsung calorie adjustment,Cardio,202.0,1,,,,,
2021-07-08,Samsung calorie adjustment,Cardio,458.0,1,,,,,
2021-07-09,Kayaking,Cardio,183.0,30,,,,,
2021-07-09,Samsung calorie adjustment,Cardio,893.0,1,,,,,
2021-07-10,Samsung calorie adjustment,Cardio,284.0,1,,,,,
2021-10-27,"""Tennis, singles""",Cardio,694.0,70,,,,,
2021-10-28,"""Tennis, singles""",Cardio,694.0,70,,,,,
2021-10-31,"""Tennis, singles""",Cardio,694.0,70,,,,,
2021-11-09,"""Tennis, singles""",Cardio,694.0,70,,,,,
2022-04-05,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-04-06,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-04-07,Samsung calorie adjustment,Cardio,288.0,1,,,,,
2022-04-08,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-04-09,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-04-10,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-04-11,Samsung calorie adjustment,Cardio,433.0,1,,,,,
2022-04-12,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-04-13,Samsung calorie adjustment,Cardio,290.0,1,,,,,
2022-04-14,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2022-04-15,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-04-16,Samsung calorie adjustment,Cardio,432.0,1,,,,,
2022-04-17,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-04-18,Samsung calorie adjustment,Cardio,434.0,1,,,,,
2022-04-19,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-04-20,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-04-21,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-04-22,Samsung calorie adjustment,Cardio,430.0,1,,,,,
2022-04-23,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-04-24,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-04-25,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-04-26,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-04-27,Samsung calorie adjustment,Cardio,432.0,1,,,,,
2022-04-28,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-04-29,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-04-30,Samsung calorie adjustment,Cardio,2.0,1,,,,,
2022-05-01,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-02,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-03,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-04,Samsung calorie adjustment,Cardio,290.0,1,,,,,
2022-05-05,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-06,Samsung calorie adjustment,Cardio,288.0,1,,,,,
2022-05-07,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-08,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-05-09,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-10,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-05-11,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-12,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-05-13,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-14,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-05-15,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-05-16,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2022-05-17,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-18,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-05-19,Samsung calorie adjustment,Cardio,577.0,1,,,,,
2022-05-20,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-21,Samsung calorie adjustment,Cardio,572.0,1,,,,,
2022-05-22,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-23,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-05-24,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2022-05-25,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-05-26,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-27,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-05-28,Samsung calorie adjustment,Cardio,432.0,1,,,,,
2022-05-29,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2022-05-30,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-05-31,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-06-01,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2022-06-02,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-06-03,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-06-04,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-06-05,Samsung calorie adjustment,Cardio,429.0,1,,,,,
2022-06-06,Samsung calorie adjustment,Cardio,431.0,1,,,,,
2022-06-07,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-06-08,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-06-09,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-06-10,Samsung calorie adjustment,Cardio,290.0,1,,,,,
2022-06-11,Samsung calorie adjustment,Cardio,3.0,1,,,,,
2022-06-12,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-06-13,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-06-14,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-06-15,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-06-16,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-06-17,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2022-06-18,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-06-19,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-06-20,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-06-21,Samsung calorie adjustment,Cardio,431.0,1,,,,,
2022-06-22,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-06-23,Samsung calorie adjustment,Cardio,287.0,1,,,,,
2022-06-24,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-06-25,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-06-26,Samsung calorie adjustment,Cardio,1.0,1,,,,,
2022-06-27,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2022-06-28,Generic,Cardio,45.0,11,,,,,
2022-06-28,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-06-29,Generic,Cardio,61.0,13,,,,,
2022-06-29,Generic,Cardio,70.0,18,,,,,
2022-06-29,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2022-06-30,Generic,Cardio,70.0,17,,,,,
2022-06-30,Generic,Cardio,45.0,11,,,,,
2022-06-30,Samsung calorie adjustment,Cardio,119.0,1,,,,,
2022-07-01,Generic,Cardio,68.0,16,,,,,
2022-07-01,Samsung calorie adjustment,Cardio,260.0,1,,,,,
2022-07-02,Generic,Cardio,52.0,11,,,,,
2022-07-02,Generic,Cardio,72.0,16,,,,,
2022-07-02,Generic,Cardio,74.0,17,,,,,
2022-07-02,Samsung calorie adjustment,Cardio,208.0,1,,,,,
2022-07-03,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-07-04,Generic,Cardio,93.0,22,,,,,
2022-07-04,Generic,Cardio,93.0,21,,,,,
2022-07-04,Generic,Cardio,70.0,15,,,,,
2022-07-04,Generic,Cardio,57.0,16,,,,,
2022-07-04,Samsung calorie adjustment,Cardio,160.0,1,,,,,
2022-07-05,Generic,Cardio,66.0,15,,,,,
2022-07-05,Generic,Cardio,43.0,10,,,,,
2022-07-05,Samsung calorie adjustment,Cardio,103.0,1,,,,,
2022-07-06,Generic,Cardio,260.0,63,,,,,
2022-07-06,Generic,Cardio,45.0,11,,,,,
2022-07-06,Samsung calorie adjustment,Cardio,32.0,1,,,,,
2022-07-07,Generic,Cardio,72.0,17,,,,,
2022-07-07,Generic,Cardio,65.0,14,,,,,
2022-07-07,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2022-07-08,Generic,Cardio,131.0,30,,,,,
2022-07-08,Generic,Cardio,125.0,26,,,,,
2022-07-08,Generic,Cardio,69.0,16,,,,,
2022-07-08,Generic,Cardio,46.0,10,,,,,
2022-07-08,Samsung calorie adjustment,Cardio,278.0,1,,,,,
2022-07-09,Generic,Cardio,72.0,17,,,,,
2022-07-09,Generic,Cardio,65.0,14,,,,,
2022-07-09,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-07-10,Generic,Cardio,268.0,60,,,,,
2022-07-10,Generic,Cardio,131.0,30,,,,,
2022-07-10,Generic,Cardio,125.0,26,,,,,
2022-07-10,Generic,Cardio,69.0,16,,,,,
2022-07-10,Generic,Cardio,46.0,10,,,,,
2022-07-10,Samsung calorie adjustment,Cardio,173.0,1,,,,,
2022-07-11,Generic,Cardio,70.0,15,,,,,
2022-07-11,Generic,Cardio,77.0,19,,,,,
2022-07-11,Generic,Cardio,260.0,63,,,,,
2022-07-11,Generic,Cardio,45.0,11,,,,,
2022-07-11,Samsung calorie adjustment,Cardio,85.0,1,,,,,
2022-07-12,Generic,Cardio,46.0,10,,,,,
2022-07-12,Generic,Cardio,75.0,17,,,,,
2022-07-12,Generic,Cardio,72.0,17,,,,,
2022-07-12,Generic,Cardio,65.0,14,,,,,
2022-07-12,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2022-07-13,Generic,Cardio,61.0,12,,,,,
2022-07-13,Generic,Cardio,71.0,16,,,,,
2022-07-13,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2022-07-14,Generic,Cardio,271.0,60,,,,,
2022-07-14,Generic,Cardio,46.0,10,,,,,
2022-07-14,Generic,Cardio,75.0,17,,,,,
2022-07-14,Generic,Cardio,72.0,17,,,,,
2022-07-14,Generic,Cardio,65.0,14,,,,,
2022-07-14,Samsung calorie adjustment,Cardio,178.0,1,,,,,
2022-07-15,Generic,Cardio,93.0,22,,,,,
2022-07-15,Generic,Cardio,93.0,21,,,,,
2022-07-15,Generic,Cardio,70.0,15,,,,,
2022-07-15,Generic,Cardio,57.0,16,,,,,
2022-07-15,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2022-07-16,Generic,Cardio,93.0,22,,,,,
2022-07-16,Generic,Cardio,93.0,21,,,,,
2022-07-16,Generic,Cardio,70.0,15,,,,,
2022-07-16,Generic,Cardio,57.0,16,,,,,
2022-07-16,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-07-17,Generic,Cardio,72.0,16,,,,,
2022-07-17,Generic,Cardio,59.0,14,,,,,
2022-07-17,Generic,Cardio,93.0,22,,,,,
2022-07-17,Generic,Cardio,93.0,21,,,,,
2022-07-17,Generic,Cardio,70.0,15,,,,,
2022-07-17,Generic,Cardio,57.0,16,,,,,
2022-07-17,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2022-07-18,Generic,Cardio,72.0,16,,,,,
2022-07-18,Generic,Cardio,73.0,16,,,,,
2022-07-18,Generic,Cardio,72.0,16,,,,,
2022-07-18,Generic,Cardio,59.0,14,,,,,
2022-07-18,Generic,Cardio,93.0,22,,,,,
2022-07-18,Generic,Cardio,93.0,21,,,,,
2022-07-18,Generic,Cardio,70.0,15,,,,,
2022-07-18,Generic,Cardio,57.0,16,,,,,
2022-07-18,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-07-19,Generic,Cardio,136.0,32,,,,,
2022-07-19,Generic,Cardio,129.0,28,,,,,
2022-07-19,Generic,Cardio,45.0,10,,,,,
2022-07-19,Generic,Cardio,71.0,16,,,,,
2022-07-19,Generic,Cardio,72.0,16,,,,,
2022-07-19,Generic,Cardio,59.0,14,,,,,
2022-07-19,Generic,Cardio,93.0,22,,,,,
2022-07-19,Generic,Cardio,93.0,21,,,,,
2022-07-19,Generic,Cardio,70.0,15,,,,,
2022-07-19,Generic,Cardio,57.0,16,,,,,
2022-07-19,Samsung calorie adjustment,Cardio,267.0,1,,,,,
2022-07-20,Generic,Cardio,268.0,60,,,,,
2022-07-20,Generic,Cardio,131.0,30,,,,,
2022-07-20,Generic,Cardio,125.0,26,,,,,
2022-07-20,Generic,Cardio,69.0,16,,,,,
2022-07-20,Generic,Cardio,46.0,10,,,,,
2022-07-20,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2022-07-21,Generic,Cardio,80.0,21,,,,,
2022-07-21,Generic,Cardio,73.0,16,,,,,
2022-07-21,Samsung calorie adjustment,Cardio,79.0,1,,,,,
2022-07-22,Generic,Cardio,77.0,18,,,,,
2022-07-22,Generic,Cardio,74.0,17,,,,,
2022-07-22,Samsung calorie adjustment,Cardio,83.0,1,,,,,
2022-07-23,Generic,Cardio,64.0,16,,,,,
2022-07-23,Samsung calorie adjustment,Cardio,115.0,1,,,,,
2022-07-24,"""Softball or baseball, fast or slow pitch""",Cardio,1852.0,300,,,,,
2022-07-24,Generic,Cardio,93.0,22,,,,,
2022-07-24,Generic,Cardio,93.0,21,,,,,
2022-07-24,Generic,Cardio,70.0,15,,,,,
2022-07-24,Generic,Cardio,57.0,16,,,,,
2022-07-24,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-07-25,Generic,Cardio,45.0,10,,,,,
2022-07-25,Generic,Cardio,71.0,17,,,,,
2022-07-25,Generic,Cardio,43.0,11,,,,,
2022-07-25,Generic,Cardio,71.0,16,,,,,
2022-07-25,Generic,Cardio,80.0,21,,,,,
2022-07-25,Generic,Cardio,73.0,16,,,,,
2022-07-25,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2022-07-26,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2022-07-27,Generic,Cardio,71.0,16,,,,,
2022-07-27,Generic,Cardio,79.0,17,,,,,
2022-07-27,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-07-28,Generic,Cardio,72.0,16,,,,,
2022-07-28,Generic,Cardio,61.0,14,,,,,
2022-07-28,Samsung calorie adjustment,Cardio,94.0,1,,,,,
2022-07-29,Samsung calorie adjustment,Cardio,3.0,1,,,,,
2022-07-30,"""Softball or baseball, fast or slow pitch""",Cardio,1852.0,300,,,,,
2022-07-30,Generic,Cardio,93.0,22,,,,,
2022-07-30,Generic,Cardio,93.0,21,,,,,
2022-07-30,Generic,Cardio,70.0,15,,,,,
2022-07-30,Generic,Cardio,57.0,16,,,,,
2022-07-30,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-07-31,Generic,Cardio,78.0,21,,,,,
2022-07-31,Samsung calorie adjustment,Cardio,250.0,1,,,,,
2022-08-01,Generic,Cardio,68.0,15,,,,,
2022-08-01,Generic,Cardio,68.0,15,,,,,
2022-08-01,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2022-08-02,Generic,Cardio,72.0,16,,,,,
2022-08-02,Generic,Cardio,49.0,10,,,,,
2022-08-02,Samsung calorie adjustment,Cardio,237.0,1,,,,,
2022-08-03,"""Softball or baseball, fast or slow pitch""",Cardio,1852.0,300,,,,,
2022-08-03,Generic,Cardio,188.0,44,,,,,
2022-08-03,Generic,Cardio,93.0,22,,,,,
2022-08-03,Generic,Cardio,93.0,21,,,,,
2022-08-03,Generic,Cardio,70.0,15,,,,,
2022-08-03,Generic,Cardio,57.0,16,,,,,
2022-08-03,Samsung calorie adjustment,Cardio,217.0,1,,,,,
2022-08-04,"""Softball or baseball, fast or slow pitch""",Cardio,1852.0,300,,,,,
2022-08-04,Generic,Cardio,72.0,16,,,,,
2022-08-04,Generic,Cardio,73.0,16,,,,,
2022-08-04,Generic,Cardio,93.0,22,,,,,
2022-08-04,Generic,Cardio,93.0,21,,,,,
2022-08-04,Generic,Cardio,70.0,15,,,,,
2022-08-04,Generic,Cardio,57.0,16,,,,,
2022-08-04,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2022-08-05,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-08-06,Generic,Cardio,69.0,16,,,,,
2022-08-06,Generic,Cardio,74.0,16,,,,,
2022-08-06,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-08-07,Generic,Cardio,72.0,15,,,,,
2022-08-07,Samsung calorie adjustment,Cardio,258.0,1,,,,,
2022-08-08,Generic,Cardio,73.0,17,,,,,
2022-08-08,Generic,Cardio,68.0,15,,,,,
2022-08-08,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-08-09,Generic,Cardio,74.0,17,,,,,
2022-08-09,Generic,Cardio,65.0,14,,,,,
2022-08-09,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2022-08-10,Generic,Cardio,69.0,16,,,,,
2022-08-10,Samsung calorie adjustment,Cardio,117.0,1,,,,,
2022-08-11,Generic,Cardio,73.0,17,,,,,
2022-08-11,Generic,Cardio,66.0,14,,,,,
2022-08-11,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-08-12,Generic,Cardio,76.0,17,,,,,
2022-08-12,Generic,Cardio,66.0,15,,,,,
2022-08-12,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2022-08-13,Generic,Cardio,73.0,17,,,,,
2022-08-13,Generic,Cardio,66.0,14,,,,,
2022-08-13,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-08-14,Generic,Cardio,76.0,18,,,,,
2022-08-14,Generic,Cardio,72.0,17,,,,,
2022-08-14,Samsung calorie adjustment,Cardio,222.0,1,,,,,
2022-08-15,Generic,Cardio,50.0,13,,,,,
2022-08-15,Generic,Cardio,70.0,17,,,,,
2022-08-15,Generic,Cardio,71.0,15,,,,,
2022-08-15,Samsung calorie adjustment,Cardio,70.0,1,,,,,
2022-08-16,Generic,Cardio,69.0,14,,,,,
2022-08-16,Generic,Cardio,71.0,15,,,,,
2022-08-16,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2022-08-17,Generic,Cardio,194.0,44,,,,,
2022-08-17,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2022-08-18,Generic,Cardio,52.0,12,,,,,
2022-08-18,Generic,Cardio,61.0,14,,,,,
2022-08-18,Samsung calorie adjustment,Cardio,100.0,1,,,,,
2022-08-19,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-08-20,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-08-21,Generic,Cardio,57.0,13,,,,,
2022-08-21,Generic,Cardio,59.0,13,,,,,
2022-08-21,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2022-08-22,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-08-23,Generic,Cardio,52.0,12,,,,,
2022-08-23,Generic,Cardio,69.0,15,,,,,
2022-08-23,Generic,Cardio,71.0,16,,,,,
2022-08-23,Samsung calorie adjustment,Cardio,70.0,1,,,,,
2022-08-24,Generic,Cardio,125.0,29,,,,,
2022-08-24,Generic,Cardio,126.0,28,,,,,
2022-08-24,Samsung calorie adjustment,Cardio,185.0,1,,,,,
2022-08-25,Generic,Cardio,68.0,15,,,,,
2022-08-25,Generic,Cardio,59.0,12,,,,,
2022-08-25,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2022-08-26,Generic,Cardio,73.0,16,,,,,
2022-08-26,Samsung calorie adjustment,Cardio,116.0,1,,,,,
2022-08-27,Samsung calorie adjustment,Cardio,143.0,1,,,,,
