Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2023-05-17,Regular,2297.0,64.2,16.0,2.6,7.4,0.0,626.3,2241.1,3002.6,286.8,37.6,9.4,159.5,36.5,302.8,42.5,144.4,
2023-05-18,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-05-19,Regular,1051.3,16.0,2.2,1.6,4.1,0.0,227.5,795.3,358.3,140.6,19.5,2.1,101.8,13.8,67.8,4.2,37.7,
2023-05-22,Irregular,991.3,38.5,18.6,2.3,6.8,0.0,833.8,718.4,430.5,105.8,6.2,59.1,51.0,20.7,106.7,12.0,7.0,
2023-05-22,Regular,1070.0,14.0,2.0,0.0,4.0,0.0,260.0,900.0,310.0,139.0,19.0,1.0,113.0,0.0,0.0,4.0,39.0,
2023-05-23,Regular,2365.0,75.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,288.8,44.5,11.3,160.5,6.7,150.0,14.3,134.7,
2023-05-24,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-05-25,Regular,2202.3,67.7,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,265.6,42.3,10.3,160.3,6.7,150.0,13.3,133.3,
2023-05-26,Regular,923.0,10.7,1.5,0.0,3.0,0.0,195.0,705.0,880.0,129.1,23.2,4.3,92.6,6.7,150.0,7.3,100.1,
2023-05-27,Regular,2202.3,67.7,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,265.6,42.3,10.3,160.3,6.7,150.0,13.3,133.3,
2023-05-28,Regular,2212.8,70.9,17.5,2.6,7.4,0.0,626.3,2296.1,3103.1,253.2,37.8,10.4,159.7,36.5,302.8,43.5,142.8,
2023-05-29,Regular,2202.3,67.7,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,265.6,42.3,10.3,160.3,6.7,150.0,13.3,133.3,
2023-05-30,Regular,2212.7,73.3,12.6,0.0,4.3,0.0,276.3,1365.0,1583.5,254.5,37.2,11.3,159.8,6.7,150.0,14.3,119.1,
2023-05-31,Regular,2303.4,73.9,12.6,0.0,4.3,0.0,276.3,1365.0,1583.5,273.3,37.8,11.3,161.8,6.7,150.0,14.3,120.4,
2023-06-01,Regular,2501.2,72.6,14.6,4.6,6.9,0.0,563.8,1905.9,3525.3,323.6,47.1,8.3,162.7,33.1,247.4,34.4,131.4,
2023-06-02,Regular,2658.2,83.5,22.4,6.4,5.1,0.0,669.7,2911.6,3669.6,328.0,34.3,14.9,159.3,36.4,176.8,60.4,104.9,
2023-06-03,Regular,2712.5,85.1,13.6,2.0,5.3,0.0,211.3,1350.0,2114.0,350.3,48.0,12.3,164.8,6.7,150.0,15.3,138.7,
2023-06-04,Irregular,1242.0,46.8,3.1,0.0,0.0,0.0,0.0,2510.7,0.0,150.3,10.8,27.0,49.6,0.0,0.0,0.0,0.0,
2023-06-04,Regular,1310.0,36.1,6.1,0.0,3.3,0.0,211.3,912.5,896.5,156.2,26.0,5.7,110.3,3.3,75.0,8.7,72.3,
2023-06-05,Regular,2499.7,83.6,13.6,2.0,5.3,0.0,211.3,1350.0,2114.0,306.2,46.5,12.3,160.2,6.7,150.0,15.3,135.7,
2023-06-06,Regular,2500.4,75.4,18.1,2.0,4.3,0.0,366.0,3522.8,1922.1,314.8,42.4,10.5,163.1,9.9,77.7,45.9,95.5,
2023-06-07,Regular,2500.3,82.2,17.4,1.6,5.1,0.0,630.0,1921.1,2764.1,281.8,25.7,10.4,165.1,36.5,302.8,33.5,125.6,
2023-06-08,Regular,1464.9,71.3,12.8,0.0,1.6,0.0,105.6,820.0,1244.0,140.2,25.2,10.2,86.1,3.3,75.0,11.7,61.8,
2023-06-09,Regular,704.9,7.3,0.8,0.0,1.6,0.0,105.6,380.0,440.0,112.2,13.2,2.2,54.1,3.3,75.0,3.7,53.8,
2023-06-11,Regular,2500.3,82.2,17.4,1.6,5.1,0.0,630.0,1921.1,2764.1,281.8,25.7,10.4,165.1,36.5,302.8,33.5,125.6,
2023-06-12,Regular,1999.1,65.3,11.4,0.0,4.8,0.0,308.8,1420.0,1483.0,215.1,34.4,10.3,163.6,6.7,150.0,13.3,117.6,
2023-06-13,Regular,1999.1,65.3,11.4,0.0,4.8,0.0,308.8,1420.0,1483.0,215.1,34.4,10.3,163.6,6.7,150.0,13.3,117.6,
2023-06-14,Regular,2201.0,73.7,12.8,0.0,4.5,0.0,292.5,1420.0,1583.5,246.4,36.9,11.3,164.7,6.7,150.0,14.3,119.5,
2023-06-15,Regular,2201.0,73.7,12.8,0.0,4.5,0.0,292.5,1420.0,1583.5,246.4,36.9,11.3,164.7,6.7,150.0,14.3,119.5,
2023-06-16,Regular,2196.9,71.9,18.5,0.0,3.0,0.0,414.7,3537.8,1492.1,249.2,34.0,10.5,159.1,9.9,77.7,45.9,77.7,
2023-06-17,Irregular,1608.5,75.2,35.6,0.0,0.0,0.0,268.2,4834.6,157.5,159.1,2.7,16.0,64.4,0.0,0.0,4.5,0.0,
2023-06-17,Regular,1794.9,76.3,12.8,2.0,3.6,0.0,105.6,970.0,1674.0,194.2,33.2,10.2,106.1,3.3,75.0,11.7,81.8,
2023-06-18,Regular,2160.4,21.4,2.2,0.0,4.4,0.0,284.4,1030.0,1320.0,357.3,40.4,6.5,153.0,10.0,225.0,11.0,160.9,
2023-06-19,Regular,2318.8,68.5,14.3,3.6,6.9,0.0,613.8,1906.1,2993.1,267.9,28.6,8.4,165.1,36.5,302.8,31.5,138.4,
2023-06-20,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-06-21,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-06-22,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-06-23,Regular,2600.5,84.3,13.6,2.0,5.3,0.0,211.3,1350.0,2114.0,327.1,47.2,12.3,162.4,6.7,150.0,15.3,137.1,
2023-06-24,Regular,1365.0,16.5,1.5,2.0,5.0,0.0,195.0,855.0,1310.0,206.3,32.0,4.3,115.0,6.7,150.0,7.3,121.7,
2023-06-25,Regular,2206.3,80.1,17.4,1.6,5.1,0.0,630.0,1921.1,2764.1,220.9,23.6,10.4,158.8,36.5,302.8,33.5,121.4,
2023-06-26,Regular,2299.3,74.1,12.7,0.0,4.4,0.0,284.4,1392.5,1583.5,269.6,37.7,11.3,164.2,6.7,150.0,14.3,120.6,
2023-06-27,Regular,1183.0,40.8,7.1,0.0,2.3,0.0,146.3,747.5,997.0,136.5,26.7,6.7,88.9,3.3,75.0,9.7,67.7,
2023-06-28,Regular,2150.5,59.1,9.9,0.0,4.8,0.0,308.8,1365.0,1382.5,262.6,34.7,9.3,164.9,6.7,150.0,12.3,120.1,
2023-06-29,Regular,2299.3,74.1,12.7,0.0,4.4,0.0,284.4,1392.5,1583.5,269.6,37.7,11.3,164.2,6.7,150.0,14.3,120.6,
2023-06-30,Regular,1329.8,15.3,2.0,0.0,4.0,0.0,260.0,925.0,880.0,190.6,25.3,4.3,122.0,6.7,150.0,7.3,108.3,
2023-07-01,Regular,2290.4,65.2,17.1,0.0,3.3,0.0,431.0,3817.8,1391.6,279.8,33.7,9.5,164.6,9.9,77.7,45.7,79.4,
2023-07-02,Regular,2474.4,80.4,17.2,1.6,4.6,0.0,597.5,1836.3,3418.5,296.5,41.3,11.4,162.3,36.5,324.1,37.5,141.6,
2023-07-03,Irregular,2321.5,91.4,30.2,0.0,0.0,0.0,198.4,1445.7,749.1,246.8,22.8,57.3,76.1,35.1,11.7,51.0,87.2,
2023-07-03,Regular,1355.0,17.1,1.6,2.0,5.3,0.0,211.3,897.5,1025.0,199.7,29.5,2.7,118.3,3.3,75.0,5.7,89.3,
2023-07-04,Irregular,250.0,15.0,0.0,0.0,0.0,0.0,24.0,717.0,116.0,19.0,0.0,0.0,9.0,0.0,0.0,6.0,10.0,
2023-07-04,Regular,1247.0,15.4,2.1,0.0,4.3,0.0,276.3,967.5,595.0,168.9,22.3,2.7,123.7,3.3,75.0,5.7,74.9,
2023-07-05,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-06,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-07,Regular,2501.3,78.1,18.8,2.6,6.9,0.0,613.8,2196.3,3418.0,305.7,41.9,10.4,163.3,36.5,324.1,44.5,149.7,
2023-07-08,Regular,2500.4,75.4,18.1,2.0,4.3,0.0,366.0,3522.8,1922.1,314.8,42.4,10.5,163.1,9.9,77.7,45.9,95.5,
2023-07-09,Irregular,473.0,24.9,8.8,1.5,3.3,0.1,684.6,1347.0,593.0,20.8,1.0,6.2,40.6,23.1,4.3,13.6,21.3,
2023-07-09,Regular,2031.0,47.9,7.5,0.0,3.0,0.0,195.0,925.0,1282.0,293.9,34.4,8.3,124.2,6.7,150.0,11.3,114.5,
2023-07-10,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-11,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-12,Regular,2501.3,78.1,18.8,2.6,6.9,0.0,613.8,2196.3,3418.0,305.7,41.9,10.4,163.3,36.5,324.1,44.5,149.7,
2023-07-13,Regular,2598.0,71.6,12.2,2.0,4.8,0.0,371.3,4302.5,1947.0,353.5,55.2,9.7,169.9,28.3,75.0,34.2,111.7,
2023-07-14,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-15,Regular,2192.8,43.7,11.3,5.6,9.9,0.0,613.8,2058.8,3200.5,307.5,42.0,3.8,160.1,33.1,249.1,37.9,137.5,
2023-07-16,Irregular,1462.0,76.1,13.5,13.9,14.0,0.0,109.0,1317.0,944.0,166.5,9.9,43.5,54.7,215.0,69.5,90.5,154.0,
2023-07-16,Regular,978.0,12.0,1.8,0.0,3.5,0.0,227.5,815.0,880.0,129.1,23.2,4.3,104.1,6.7,150.0,7.3,102.1,
2023-07-17,Regular,2498.5,78.1,18.8,2.6,6.9,0.0,613.8,2196.3,3418.0,305.1,41.9,10.4,163.2,36.5,324.1,44.5,149.7,
2023-07-18,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-19,Irregular,739.2,17.6,2.5,0.0,0.0,0.0,233.3,206.1,0.0,114.9,2.0,2.8,33.1,0.0,0.0,0.0,0.0,
2023-07-19,Regular,1775.0,55.9,8.9,2.0,4.8,0.0,178.8,1062.5,1527.5,217.2,37.0,7.7,126.8,3.3,75.0,10.7,92.3,
2023-07-20,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-21,Regular,2760.5,71.5,27.8,9.0,10.2,0.0,1089.7,4341.9,3440.4,354.6,28.1,11.0,171.1,66.2,244.6,96.4,117.4,
2023-07-22,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-07-23,Regular,2652.9,76.8,18.0,3.5,4.0,0.0,349.7,2347.8,2237.1,347.8,45.4,16.5,168.3,9.9,77.7,42.9,121.2,
2023-07-24,Regular,2499.3,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.6,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-07-25,Regular,2652.9,76.8,18.0,3.5,4.0,0.0,349.7,2347.8,2237.1,347.8,45.4,16.5,168.3,9.9,77.7,42.9,121.2,
2023-07-27,Irregular,1135.0,57.0,26.4,3.7,6.5,0.0,202.8,2068.5,640.3,100.9,8.6,5.4,46.9,20.3,14.9,43.8,34.4,
2023-07-30,Regular,2309.0,51.6,8.0,0.0,4.0,0.0,260.0,1145.0,1282.0,328.7,35.6,8.3,150.8,6.7,150.0,11.3,120.9,
2023-07-31,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-08-01,Regular,2297.5,68.4,10.9,2.0,5.8,0.0,243.8,1350.0,1913.0,285.3,43.0,10.3,162.3,6.7,150.0,13.3,134.7,
2023-08-02,Regular,2460.0,83.8,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,292.3,46.0,12.3,164.5,6.7,150.0,15.3,135.7,
2023-08-03,Regular,2499.9,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.7,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-08-04,Regular,2672.9,83.1,19.5,2.0,4.0,0.0,349.7,3802.8,2022.6,340.8,44.7,11.5,163.8,9.9,77.7,47.7,96.4,
2023-08-05,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-08-06,Regular,2767.1,88.9,19.9,4.6,8.1,0.0,565.0,2231.1,3604.1,347.2,49.9,11.4,167.8,36.5,302.8,45.5,163.0,
2023-08-07,Regular,2499.9,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.7,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-08-08,Regular,2500.7,82.3,19.5,2.0,4.0,0.0,349.7,3522.8,2022.6,304.4,43.4,11.5,159.9,9.9,77.7,46.9,94.5,
2023-08-09,Regular,2499.9,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.7,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-08-10,Regular,2684.8,87.0,20.3,2.6,6.9,0.0,613.8,2238.8,3233.5,328.7,41.8,9.8,167.5,33.1,249.1,43.9,119.1,
2023-08-11,Regular,3017.3,85.6,13.1,3.0,6.5,0.0,227.5,1377.5,2203.8,413.9,52.6,11.8,177.5,6.7,150.0,14.8,151.8,
2023-08-12,Regular,2499.9,80.4,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,308.7,45.9,11.8,164.4,6.7,150.0,14.8,136.4,
2023-08-13,Regular,2605.0,94.4,21.3,4.6,7.9,0.0,548.8,2236.3,4049.0,303.2,50.7,12.4,161.7,36.5,324.1,46.5,163.3,
2023-08-14,Regular,1924.9,23.5,2.4,2.0,6.8,0.0,308.8,1240.0,1310.0,282.4,34.6,4.3,163.2,6.7,150.0,7.3,133.9,
2023-08-15,Irregular,3546.6,229.5,0.2,0.5,1.6,0.0,0.0,660.0,90.0,354.2,2.6,0.9,171.6,0.0,0.4,3.8,5.3,
2023-08-16,Regular,1924.9,23.5,2.4,2.0,6.8,0.0,308.8,1240.0,1310.0,282.4,34.6,4.3,163.2,6.7,150.0,7.3,133.9,
2023-08-17,Regular,2498.3,87.0,19.9,4.6,8.1,0.0,565.0,2231.1,3604.1,291.5,48.0,11.4,162.0,36.5,302.8,45.5,159.2,
2023-08-18,Regular,2553.2,83.6,19.5,2.0,4.0,0.0,349.7,2402.8,2022.6,306.7,44.9,16.0,165.7,9.9,77.7,43.9,113.7,
2023-08-19,Regular,2495.3,84.3,13.8,2.0,5.5,0.0,227.5,1392.5,1829.0,300.8,44.0,10.7,163.6,3.3,75.0,13.7,103.3,
2023-08-20,Regular,2547.9,87.4,23.2,3.6,8.6,0.0,797.5,2748.2,3381.4,290.2,41.6,10.4,168.5,42.5,311.4,54.5,156.1,
2023-08-21,Regular,2552.5,80.8,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,319.6,46.3,11.8,165.5,6.7,150.0,14.8,137.2,
2023-08-22,Irregular,922.9,30.2,6.4,0.0,0.0,0.0,65.5,1255.0,94.0,108.5,5.3,1.2,53.0,7.5,11.5,28.5,18.2,
2023-08-22,Regular,1627.9,61.8,17.0,2.0,2.0,0.0,407.2,4002.8,1486.9,167.4,20.2,7.3,108.3,6.6,2.7,45.7,29.7,
2023-08-23,Regular,2552.5,80.8,13.1,2.0,5.5,0.0,227.5,1377.5,2063.8,319.6,46.3,11.8,165.5,6.7,150.0,14.8,137.2,
2023-08-24,Regular,2600.0,84.8,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,321.3,47.0,12.3,167.5,6.7,150.0,15.3,137.7,
2023-08-25,Irregular,1574.0,28.8,12.0,0.0,0.0,0.0,102.0,1852.0,8.0,85.2,2.4,58.4,33.6,2.4,0.0,18.0,7.2,
2023-08-25,Regular,1471.1,16.9,1.3,2.0,4.6,0.0,170.6,760.0,1025.0,238.0,30.8,2.7,107.9,3.3,75.0,5.7,89.4,
2023-08-26,Regular,3023.4,104.7,23.5,2.6,7.3,0.0,646.2,2471.3,3719.5,354.0,47.7,13.5,190.7,36.4,324.1,47.6,157.2,
2023-08-27,Regular,2339.8,63.5,15.3,4.6,7.9,0.0,548.8,2003.8,3362.0,314.2,43.3,6.8,146.5,33.1,249.1,40.9,128.1,
2023-08-28,Regular,2600.0,84.8,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,321.3,47.0,12.3,167.5,6.7,150.0,15.3,137.7,
2023-08-29,Regular,2752.2,84.4,19.5,2.0,4.0,0.0,349.7,2823.9,2290.5,355.9,46.5,16.0,170.7,9.9,77.7,45.0,115.8,
2023-08-30,Regular,2600.0,84.8,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,321.3,47.0,12.3,167.5,6.7,150.0,15.3,137.7,
2023-08-31,Irregular,1115.0,30.5,10.8,0.0,0.0,0.0,137.5,1440.0,0.0,154.0,11.0,14.0,56.5,22.5,10.0,15.0,22.0,
2023-08-31,Regular,1210.0,14.6,1.1,2.0,4.3,0.0,146.3,667.5,870.0,188.2,22.0,2.2,90.8,3.3,75.0,3.7,77.8,
2023-09-01,Regular,1210.0,14.6,1.1,2.0,4.3,0.0,146.3,667.5,870.0,188.2,22.0,2.2,90.8,3.3,75.0,3.7,77.8,
2023-09-02,Irregular,200.0,6.0,3.0,0.0,0.0,0.0,10.0,200.0,0.0,16.0,1.0,2.0,20.0,0.0,25.0,20.0,10.0,
2023-09-03,Irregular,200.0,6.0,3.0,0.0,0.0,0.0,10.0,200.0,0.0,16.0,1.0,2.0,20.0,0.0,25.0,20.0,10.0,
2023-09-06,Regular,2650.4,85.2,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,331.7,47.4,12.3,168.6,6.7,150.0,15.3,138.4,
2023-09-07,Regular,2751.2,85.9,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,352.6,48.1,12.3,170.7,6.7,150.0,15.3,139.9,
2023-09-08,Regular,1479.0,45.0,6.9,2.0,3.8,0.0,113.8,777.5,1272.0,190.6,27.6,6.2,94.1,3.3,75.0,7.7,79.0,
2023-09-09,Regular,1479.0,45.0,6.9,2.0,3.8,0.0,113.8,777.5,1272.0,190.6,27.6,6.2,94.1,3.3,75.0,7.7,79.0,
2023-09-10,Irregular,360.0,21.0,6.8,1.5,4.5,0.0,392.5,620.0,260.0,20.0,0.0,1.5,19.5,12.0,0.0,4.0,11.0,
2023-09-10,Regular,2387.8,61.3,9.3,2.0,5.5,0.0,227.5,1240.0,1812.5,325.9,43.0,9.3,157.1,6.7,150.0,12.3,135.7,
2023-09-11,Regular,2650.4,85.2,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,331.7,47.4,12.3,168.6,6.7,150.0,15.3,138.4,
2023-09-12,Regular,1570.0,45.4,6.9,2.0,3.8,0.0,113.8,787.5,1427.0,213.7,35.5,6.7,99.8,3.3,75.0,9.7,87.3,
2023-09-13,Regular,2650.4,85.2,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,331.7,47.4,12.3,168.6,6.7,150.0,15.3,138.4,
2023-09-14,Regular,2790.4,87.7,13.8,3.0,6.5,0.0,227.5,1405.0,2254.0,358.7,51.4,12.3,173.6,6.7,150.0,15.3,148.4,
2023-09-15,Regular,2753.3,89.0,26.4,6.1,6.1,0.0,825.0,4431.9,5056.4,327.0,36.2,17.1,168.3,44.8,243.9,80.0,109.7,
2023-09-16,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-09-17,Regular,2751.7,86.9,13.6,3.0,6.3,0.0,211.3,1350.0,2254.0,356.4,51.3,12.3,167.6,6.7,150.0,15.3,147.3,
2023-09-18,Regular,1272.5,15.3,1.3,2.0,4.5,0.0,162.5,732.5,1025.0,199.7,29.5,2.7,101.0,3.3,75.0,5.7,86.3,
2023-09-19,Regular,1615.4,17.4,2.0,0.0,4.0,0.0,260.0,925.0,880.0,249.7,27.4,4.3,128.1,6.7,150.0,7.3,112.4,
2023-09-20,Regular,1300.0,15.9,1.4,2.0,4.8,0.0,178.8,787.5,1025.0,199.7,29.5,2.7,106.8,3.3,75.0,5.7,87.3,
2023-09-21,Regular,1440.0,18.4,1.4,3.0,5.8,0.0,178.8,787.5,1165.0,226.7,33.5,2.7,111.8,3.3,75.0,5.7,97.3,
2023-09-25,Regular,2040.0,76.5,12.8,2.0,5.0,0.0,195.0,1255.0,1778.8,226.0,40.8,10.2,142.5,3.3,75.0,13.2,95.8,
2023-09-26,Regular,1994.0,64.9,11.3,0.0,4.5,0.0,292.5,1365.0,1483.0,219.7,34.6,10.3,158.3,6.7,150.0,13.3,116.9,
2023-09-27,Regular,2201.0,73.7,12.8,0.0,4.5,0.0,292.5,1420.0,1583.5,246.4,36.9,11.3,164.7,6.7,150.0,14.3,119.5,
2023-09-28,Regular,2516.0,84.2,13.8,2.0,5.5,0.0,227.5,1405.0,2114.0,303.9,46.4,12.3,165.7,6.7,150.0,15.3,136.5,
2023-09-29,Regular,2935.8,105.8,29.4,6.7,6.1,0.0,825.0,4515.9,3666.4,331.0,35.3,21.6,176.3,44.8,137.6,82.0,103.0,
2023-09-30,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-10-01,Regular,1769.8,39.2,12.3,2.6,6.0,0.0,756.9,1955.2,2476.6,232.8,22.9,3.3,123.6,39.1,244.9,37.9,101.9,
2023-10-02,Regular,1020.0,11.5,1.5,0.0,3.0,0.0,195.0,700.0,766.0,149.7,23.0,3.7,94.0,5.3,120.0,6.7,88.3,
2023-10-12,Regular,2745.0,88.2,19.9,4.6,8.1,0.0,565.0,2233.1,4283.5,344.3,50.1,9.8,167.4,33.1,287.4,43.9,139.7,
2023-10-13,Regular,2765.0,86.4,19.7,3.5,3.8,0.0,336.3,2587.5,2443.5,355.2,48.0,19.7,168.3,18.3,81.0,49.5,122.3,
2023-10-14,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-10-15,Regular,2750.2,91.3,20.6,4.6,7.9,0.0,548.8,2209.8,4609.4,343.2,51.5,10.3,163.9,33.1,304.4,44.4,141.8,
2023-10-16,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-17,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-18,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-19,Regular,2501.5,89.3,27.9,2.6,4.1,0.0,845.0,5960.6,3868.5,276.0,26.7,11.1,149.7,44.8,218.4,85.5,61.6,
2023-10-20,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-21,Regular,2465.5,84.2,19.8,2.0,4.0,0.0,352.5,3752.5,1973.5,287.5,36.7,13.2,156.1,18.3,81.0,50.5,87.5,
2023-10-22,Regular,1648.0,18.5,2.3,0.0,4.5,0.0,292.5,1035.0,880.0,245.2,27.2,4.4,139.1,6.6,150.0,7.4,114.0,
2023-10-23,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-24,Regular,2501.5,91.0,27.9,4.2,4.1,0.0,845.0,4280.6,4199.3,270.2,28.5,17.4,156.8,44.8,218.4,81.0,88.1,
2023-10-25,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-10-26,Regular,2350.5,76.1,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,280.1,44.2,11.3,165.4,6.7,150.0,14.3,135.1,
2023-10-27,Regular,2347.7,76.1,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,279.5,44.2,11.3,165.3,6.7,150.0,14.3,135.1,
2023-10-28,Regular,1298.5,37.7,5.8,2.0,4.5,0.0,162.5,887.5,1171.5,152.3,24.9,5.2,103.7,3.3,75.0,6.7,78.6,
2023-10-29,Regular,2295.0,71.5,17.2,4.6,8.6,0.0,597.5,2223.1,3927.5,267.8,37.6,7.3,160.4,33.1,287.4,39.9,128.2,
2023-10-30,Regular,380.0,32.0,6.0,0.0,0.0,0.0,0.0,220.0,402.0,14.0,6.0,4.0,16.0,0.0,0.0,4.0,4.0,
2023-10-31,Regular,1236.5,16.1,1.5,2.0,5.0,0.0,195.0,832.5,870.0,176.6,21.6,2.2,106.8,3.3,75.0,3.7,80.0,
2023-11-01,Regular,2347.7,76.1,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,279.5,44.2,11.3,165.3,6.7,150.0,14.3,135.1,
2023-11-02,Regular,2505.0,76.8,12.3,2.0,5.5,0.0,227.5,1350.0,2013.5,317.8,45.5,11.3,163.5,6.7,150.0,14.3,136.7,
2023-11-03,Regular,1164.0,13.6,1.0,2.0,4.0,0.0,130.0,625.0,1155.0,183.3,24.1,3.9,86.3,6.6,150.0,5.4,109.3,
2023-11-04,Regular,2748.1,78.9,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,362.5,47.0,11.3,173.9,6.7,150.0,14.3,140.8,
2023-11-05,Regular,2595.5,88.1,20.0,4.6,8.4,0.0,581.3,2274.0,3853.0,303.2,40.9,9.3,165.1,33.1,270.4,41.9,128.4,
2023-11-06,Regular,2347.7,76.1,12.4,2.0,5.8,0.0,243.8,1405.0,2013.5,279.5,44.2,11.3,165.3,6.7,150.0,14.3,135.1,
2023-11-07,Regular,1006.4,12.5,0.9,2.0,3.9,0.0,121.9,585.0,870.0,154.6,20.8,2.2,78.6,3.3,75.0,3.7,74.0,
